Customer_ID,Address_ID,Contact_ID,First_Name,Last_Name,DOB,Passport_No,Gender,Addr_Line_1,Addr_Line_2,City,State,Zip_Code,Country,Email,Phone_Number
AGY-C-9000,AGY-A-9000,AGY-T-9000,John,Doe,1980-05-15,P12 34567,M,123 Maple St,Suite 100,New York,NY,10001,US,john.doe@email.com,
AGY-C-9001,AGY-A-9001,AGY-T-9001,Alice,Smith,1990-08-22,A98 76543,F,456 Oak Ave,Suite 100,Los Angeles,CA,90001,US,,213-555-9876
AGY-C-9002,AGY-A-9002,AGY-T-9002,Robert,Johnson,1975-11-30,R55 56667,M,789 Pine Rd,Suite 100,Chicago,IL,60601,US,robertj@email.com,
AGY-C-9003,AGY-A-9003,AGY-T-9003,Emily,Davis,1988-03-14,E11 22334,F,321 Cedar Ln,Suite 100,Houston,TX,77001,US,,713-555-8765
AGY-C-9004,AGY-A-9004,AGY-T-9004,Michael,Brown,1992-07-09,M99 88776,M,654 Birch Blvd,Suite 100,Phoenix,AZ,85001,US,mbrown@email.com,
AGY-C-9005,AGY-A-9005,AGY-T-9005,Sarah,Wilson,1985-12-01,S44 55667,F,987 Walnut St,Suite 100,Philadelphia,PA,19101,US,,215-555-6543
AGY-C-9006,AGY-A-9006,AGY-T-9006,David,Martinez,1978-09-18,D77 66554,M,147 Cherry Ct,Suite 100,San Antonio,TX,78201,US,dmartinez@email.com,
AGY-C-9007,AGY-A-9007,AGY-T-9007,Jennifer,Anderson,1995-04-25,J33 44556,F,258 Elm St,Suite 100,San Diego,CA,92101,US,,619-555-0987
AGY-C-9008,AGY-A-9008,AGY-T-9008,Elizabeth,White,1980-09-06,W01 30864,F,888 Ash Dr,Suite 100,Denver,CO,80201,US,ewhite@email.com,
AGY-C-9009,AGY-A-9009,AGY-T-9009,Richard,White,1963-10-17,W24 63548,M,999 Fir Blvd,Suite 100,Boston,MA,02101,US,,617-555-7788
AGY-C-9010,AGY-A-9010,AGY-T-9010,Patricia,Garcia,1999-10-06,G60 28965,F,111 Redwood Ln,Suite 100,Detroit,MI,48201,US,pgarcia@email.com,
AGY-C-9011,AGY-A-9011,AGY-T-9011,Joseph,Jackson,1978-05-07,J10 35605,M,222 Palm Ct,Suite 100,Miami,FL,33101,US,,305-555-2233
AGY-C-9012,AGY-A-9012,AGY-T-9012,Jessica,Thompson,1960-01-28,T60 35566,F,333 Cypress St,Suite 100,Dallas,TX,75201,US,jthompson@email.com,
AGY-C-9013,AGY-A-9013,AGY-T-9013,Will,Jackson,1982-02-14,A88013,M,555 Cedar St,Suite 100,Atlanta,GA,30301,US,,404-555-1122
AGY-C-9014,AGY-A-9014,AGY-T-9014,Chris,Harris,1991-06-19,A88014,M,777 Spruce Way,Suite 100,Seattle,WA,98101,US,charris@email.com,
AGY-C-9015,AGY-A-9015,AGY-T-9015,Margarita,Martin,1984-01-22,A88015,F,444 Poplar Ave,Suite 100,San Francisco,CA,94101,US,,415-555-6677
AGY-C-9016,AGY-A-9016,AGY-T-9016,REJECT,USER,1990-01-01,A999999,F,123 BAD ST,,CITY,NY,10001,US,test@domain.com,2125551234
AGY-C-9017,AGY-A-9017,AGY-T-9017,REJECT,USER,1990-01-01,A999999,F,123 BAD ST,,CITY,NY,10001,US,test@domain.com,2125551234
AGY-C-9018,AGY-A-9018,AGY-T-9018,REJECT,USER,1990-01-01,A999999,F,123 BAD ST,,CITY,NY,10001,US,test@domain.com,123
AGY-C-9019,AGY-A-9019,AGY-T-9019,REJECT,USER,1990-01-01,A999999,F,123 BAD ST,,CITY,NY,10001,US,test@.com,2125551234
