Customer_ID,Address_ID,Contact_ID,First_Name,Last_Name,DOB,Passport_No,Gender,Addr_Line_1,Addr_Line_2,City,State,Zip_Code,Country,Email,Phone_Number
AGY-C-9000,AGY-A-9000,AGY-T-9000,JOHN,DOE,1980-05-15,P12 34567,M,123 MAPLE ST,APT 4B,NEW YORK,NY,10001,US,,212-555-1234
AGY-C-9001,AGY-A-9001,AGY-T-9001,ALICE,SMITH,1990-08-22,A98 76543,F,456 OAK AVE,,LOS ANGELES,CA,90001,US,ALICE.S@EMAIL.COM,213-555-9876
AGY-C-9002,AGY-A-9002,AGY-T-9002,ROBERT,JOHNSON,1975-11-30,R55 56667,M,789 PINE RD,SUITE 100,CHICAGO,IL,60601,US,ROBERTJ@EMAIL.COM,312-555-4321
AGY-C-9003,AGY-A-9003,AGY-T-9003,EMILY,DAVIS,1988-03-14,E11 22334,F,321 CEDAR LN,,HOUSTON,TX,77001,US,EDAVIS88@EMAIL.COM,713-555-8765
AGY-C-9004,AGY-A-9004,AGY-T-9004,MICHAEL,BROWN,1992-07-09,M99 88776,M,654 BIRCH BLVD,,PHOENIX,AZ,85001,US,MBROWN@EMAIL.COM,602-555-3456
AGY-C-9005,AGY-A-9005,AGY-T-9005,SARAH,WILSON,1985-12-01,S44 55667,F,987 WALNUT ST,APT 12,PHILADELPHIA,PA,19101,US,SARAH.WILSON@EMAIL.COM,215-555-6543
AGY-C-9006,AGY-A-9006,AGY-T-9006,MARY,THOMPSON,1968-04-14,U50 59013,F,256 LAKE VIEW,APT 81,COLUMBUS,OH,20165,US,MARY.THOMPSON31@EMAIL.COM,727-286-3809
AGY-C-9007,AGY-A-9007,AGY-T-9007,SUSAN,WHITE,1998-09-08,L21 92215,F,8263 MAIN ST,,COLUMBUS,OH,52960,US,SUSAN.WHITE31@EMAIL.COM,298-726-3170
AGY-C-9008,AGY-A-9008,AGY-T-9008,WILLIAM,MARTIN,1989-08-19,K28 92361,M,9459 RIVER BLVD,SUITE 678,DALLAS,TX,24553,US,WILLIAM.MARTIN29@EMAIL.COM,340-883-8283
AGY-C-9009,AGY-A-9009,AGY-T-9009,JOSEPH,JACKSON,2000-05-08,F67 22034,M,2409 HILL RD,SUITE 620,COLUMBUS,OH,43843,US,,305-834-5214
AGY-C-9010,AGY-A-9010,AGY-T-9010,THOMAS,ROBINSON,1991-11-26,N74 66676,M,9245 HIGH ST,APT 72,DALLAS,TX,58209,US,THOMAS.ROBINSON55@EMAIL.COM,547-704-2751
AGY-C-9011,AGY-A-9011,AGY-T-9011,RICHARD,THOMPSON,1964-12-17,I73 40460,M,2523 RIVER BLVD,SUITE 215,JACKSONVILLE,FL,61986,US,RICHARD.THOMPSON36@EMAIL.COM,944-323-9658
AGY-C-9012,AGY-A-9012,AGY-T-9012,ELIZABETH,MARTIN,1980-06-16,M21 73312,F,929 PARK AVE,SUITE 747,AUSTIN,TX,54848,US,ELIZABETH.MARTIN4@EMAIL.COM,395-992-1200
AGY-C-9013,AGY-A-9013,AGY-T-9013,WILLIAM,MARTIN,1997-12-28,Q21 35435,M,2145 RIVER BLVD,,DALLAS,TX,59507,US,,525-243-9715
AGY-C-9014,AGY-A-9014,AGY-T-9014,DANIEL,GARCIA,1968-12-13,O58 84822,M,1029 HIGH ST,,COLUMBUS,OH,93372,US,,834-787-1754
AGY-C-9015,AGY-A-9015,AGY-T-9015,MARY,THOMPSON,1993-02-21,E50 49238,F,1383 RIVER BLVD,,SAN JOSE,CA,32689,US,MARY.THOMPSON77@EMAIL.COM,892-579-5995
AGY-C-9016,AGY-A-9016,AGY-T-9016,MARY,WHITE,1998-08-02,N61 30166,F,5421 HIGH ST,APT 43,DALLAS,TX,78336,US,,918-588-3660
AGY-C-9017,AGY-A-9017,AGY-T-9017,SUSAN,CLARK,1985-06-14,U31 32139,F,483 RIVER BLVD,,COLUMBUS,OH,11675,US,SUSAN.CLARK92@EMAIL.COM,439-878-2113
AGY-C-9018,AGY-A-9018,AGY-T-9018,BARBARA,WHITE,1983-03-11,P60 72400,F,418 LAKE VIEW,,COLUMBUS,OH,75661,US,,745-626-1197
AGY-C-9019,AGY-A-9019,AGY-T-9019,WILLIAM,MARTIN,1964-03-24,G25 81213,M,6955 RIVER BLVD,SUITE 159,SAN JOSE,CA,74301,US,,971-373-4173
